premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
The bottle is on top of the watch.	The watch is on the left side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the watch.	The watch is above the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the watch.	The watch is left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the watch.	The watch is behind the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the watch.	The watch is on the right side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the watch.	The watch is in front of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the watch.	The watch is on top of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the watch.	The watch is to the left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the watch.	The watch is front the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is underneath the bottle.	entailment	orientation	above_below_one_hop	0	contradiction	0
The bottle is above the phone.	The phone is below the bottle.	entailment	orientation	above_below_one_hop	0	contradiction	0
The bottle is above the phone.	The phone is to the right of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is in back of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is right of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is on the left side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is above the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is behind the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is on the right side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is in front of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is on top of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is to the left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the phone.	The phone is front the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is underneath the bottle.	entailment	orientation	above_below_one_hop	0	contradiction	0
The bottle is on top of the phone.	The phone is below the bottle.	entailment	orientation	above_below_one_hop	0	contradiction	0
The bottle is on top of the phone.	The phone is to the right of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is in back of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is right of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is on the left side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is above the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is behind the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is on the right side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is in front of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is on top of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is to the left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the phone.	The phone is front the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is underneath the bottle.	entailment	orientation	above_below_one_hop	0	contradiction	0
The bottle is above the desk.	The desk is below the bottle.	entailment	orientation	above_below_one_hop	0	contradiction	0
The bottle is above the desk.	The desk is to the right of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is in back of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is right of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is on the left side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is above the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is behind the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is on the right side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is in front of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is on top of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is to the left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is above the desk.	The desk is front the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is underneath the bottle.	entailment	orientation	above_below_one_hop	0	contradiction	0
The bottle is on top of the desk.	The desk is below the bottle.	entailment	orientation	above_below_one_hop	0	contradiction	0
The bottle is on top of the desk.	The desk is to the right of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is in back of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is right of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is on the left side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is above the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is left of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is behind the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is on the right side of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is in front of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The bottle is on top of the desk.	The desk is on top of the bottle.	contradiction	orientation	above_below_one_hop	1	contradiction	1
